CD audio system,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'cd audio system', 'count': 1, 'forms': [{'start_char': 0, 'form': 'CD audio system', 'end_char': 15}], 'relevance': 0.8306878877813795}]"
Analog-to-digital (A-to-D) conversion,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'conversion', 'count': 1, 'forms': [{'start_char': 27, 'form': 'conversion', 'end_char': 37}], 'relevance': 0.33162202197814944}, {'tag_name': 'ASPECT', 'parsed_value': 'analog', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Analog', 'end_char': 6}], 'relevance': 0.3139253404454224}]"
"A-to-D
converter",,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'converter', 'count': 1, 'forms': [{'start_char': 8, 'form': 'converter', 'end_char': 17}], 'relevance': 0.41321747145272664}]"
Thinking About Systems,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'system', 'count': 1, 'forms': [{'start_char': 15, 'form': 'Systems', 'end_char': 22}], 'relevance': 0.9415417008387491}]"
"<h3>Thinking About Systems</h3>
 Block diagrams are useful for representing complex systems in
terms of simpler systems, which are more easily understood.  For
example, Fig.~<a class=""flink bkimg"" ref=""fig-cdsyst"">&#8251;</a> shows a block diagram
representation of the process of recording and playback of an
audio CD.  This block diagram breaks the
operation down into four subsystems.  The first operation is
A-to-D (analog-to-digital) conversion, which is a
  physical approximation to the ideal C-to-D converter
defined in <a class=""flink bkeq"" ref=""eq-ctodeq""><span ref=""eq-ctodeq"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a>. An A-to-D converter produces
finite-precision numbers as samples of the input signal (quantized
to a limited number of bits), while the ideal C-to-D converter
produces samples with infinite precision. For the high-accuracy
A-to-D converters used in precision audio systems, the difference
between an A-to-D converter and our idealized C-to-D converter is
slight, but the distinction is very important. Only
finite-precision quantized sample values can be stored in digital
memory of finite size!",,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'system', 'count': 1, 'forms': [{'start_char': 85, 'form': 'systems', 'end_char': 92}], 'relevance': 0.9415417008387491}, {'tag_name': 'ASPECT', 'parsed_value': 'block diagram', 'count': 3, 'forms': [{'start_char': 34, 'form': 'Block diagrams', 'end_char': 48}, {'start_char': 237, 'form': 'block diagram', 'end_char': 250}, {'start_char': 331, 'form': 'block diagram', 'end_char': 344}], 'relevance': 0.7815275143848937}, {'tag_name': 'OPINION', 'parsed_value': 'complex system', 'count': 1, 'forms': [{'start_char': 77, 'form': 'complex systems', 'end_char': 92}], 'relevance': 0.6623403790038245}, {'tag_name': 'ASPECT', 'parsed_value': 'd converter', 'count': 6, 'forms': [{'start_char': 513, 'form': 'D converter', 'end_char': 524}, {'start_char': 683, 'form': 'D converter', 'end_char': 694}, {'start_char': 824, 'form': 'D converter', 'end_char': 835}, {'start_char': 907, 'form': 'D converters', 'end_char': 919}, {'start_char': 985, 'form': 'D converter', 'end_char': 996}, {'start_char': 1020, 'form': 'D converter', 'end_char': 1031}], 'relevance': 0.5884194574539753}, {'tag_name': 'ASPECT', 'parsed_value': 'audio system', 'count': 1, 'forms': [{'start_char': 938, 'form': 'audio systems', 'end_char': 951}], 'relevance': 0.47532879506401327}, {'tag_name': 'ASPECT', 'parsed_value': 'example', 'count': 1, 'forms': [{'start_char': 163, 'form': 'example', 'end_char': 170}], 'relevance': 0.4244054195388796}, {'tag_name': 'OPINION', 'parsed_value': 'limited number of bits', 'count': 1, 'forms': [{'start_char': 778, 'form': 'limited number of bits', 'end_char': 800}], 'relevance': 0.3979104546665103}, {'tag_name': 'OPINION', 'parsed_value': 'useful block diagram', 'count': 1, 'forms': [{'start_char': 34, 'form': 'Block diagrams are useful for', 'end_char': 63}], 'relevance': 0.36655366070309564}, {'tag_name': 'OPINION', 'parsed_value': 'quantized sample value', 'count': 1, 'forms': [{'start_char': 1106, 'form': 'quantized sample values', 'end_char': 1129}], 'relevance': 0.36655366070309564}, {'tag_name': 'OPINION', 'parsed_value': 'very important distinction', 'count': 1, 'forms': [{'start_char': 1052, 'form': 'distinction is very important.', 'end_char': 1082}], 'relevance': 0.36655366070309564}]"
CD audio system! block diagram,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'cd audio system', 'count': 1, 'forms': [{'start_char': 0, 'form': 'CD audio system', 'end_char': 15}], 'relevance': 0.8306878877813795}, {'tag_name': 'ASPECT', 'parsed_value': 'block diagram', 'count': 1, 'forms': [{'start_char': 17, 'form': 'block diagram', 'end_char': 30}], 'relevance': 0.7815275143848937}]"
"Chapter01/art/CDplayer_block_diagram ~ Simplified block diagram for
recording and playback of an audio CD.",,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'block diagram', 'count': 1, 'forms': [{'start_char': 50, 'form': 'block diagram', 'end_char': 63}], 'relevance': 0.7815275143848937}, {'tag_name': 'OPINION', 'parsed_value': 'simplified block diagram', 'count': 1, 'forms': [{'start_char': 39, 'form': 'Simplified block diagram', 'end_char': 63}], 'relevance': 0.5119542323522642}, {'tag_name': 'ASPECT', 'parsed_value': 'chapter01', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Chapter01', 'end_char': 9}], 'relevance': 0.44709957435308756}, {'tag_name': 'ASPECT', 'parsed_value': 'art', 'count': 1, 'forms': [{'start_char': 10, 'form': 'art', 'end_char': 13}], 'relevance': 0.422118104221869}, {'tag_name': 'ASPECT', 'parsed_value': 'audio cd', 'count': 1, 'forms': [{'start_char': 98, 'form': 'audio CD', 'end_char': 106}], 'relevance': 0.36453290898095964}, {'tag_name': 'ASPECT', 'parsed_value': 'playback', 'count': 1, 'forms': [{'start_char': 83, 'form': 'playback', 'end_char': 91}], 'relevance': 0.2925982225619952}, {'tag_name': 'ASPECT', 'parsed_value': 'recording', 'count': 1, 'forms': [{'start_char': 69, 'form': 'recording', 'end_char': 78}], 'relevance': 0.2879572566822449}]"
x[n],,FALSE,[]
"<div class=""row clearBoth"">
									<div class=""thumbnail"">
									  <img id=""fig-cdsyst"" src=""ITS_FILES/BOOK4/Chapter01/art/CDplayer_block_diagram.png"" style=""max-height:100px"">
									  <div class=""caption text-center text-muted"">Simplified block diagram for
recording and playback of an audio CD.</div>
									</div>
								  </div>
Figure <a class=""flink bkimg"" ref=""fig-cdsyst"">&#8251;</a>  shows that the output of the A-to-D
converter is the input to a system that writes the numbers \(x[n]\)
onto the optical disc.  This is a complex process, but for our
purposes it is sufficient to simply show it as a single operation.
Likewise, the complex mechanical/optical system for reading the
numbers off the optical disk is shown as a single operation.
Finally, the conversion of the signal from discrete-time form to
continuous-time (acoustic) form is shown as a system called a
D-to-A (digital-to-analog) converter.  This system takes finite
precision binary numbers in sequence and fills in a
continuous-time function between the samples. The resulting
continuous-time signal could then be fed to other systems, such as
amplifiers, loudspeakers, and headphones, for conversion to sound.",,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 1, 'forms': [{'start_char': 807, 'form': 'signal', 'end_char': 813}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'system', 'count': 4, 'forms': [{'start_char': 476, 'form': 'system', 'end_char': 482}, {'start_char': 888, 'form': 'system', 'end_char': 894}, {'start_char': 949, 'form': 'system', 'end_char': 955}, {'start_char': 1134, 'form': 'systems', 'end_char': 1141}], 'relevance': 0.9415417008387491}, {'tag_name': 'ASPECT', 'parsed_value': 'block diagram', 'count': 1, 'forms': [{'start_char': 251, 'form': 'block diagram', 'end_char': 264}], 'relevance': 0.7815275143848937}, {'tag_name': 'ASPECT', 'parsed_value': 'time signal', 'count': 1, 'forms': [{'start_char': 1095, 'form': 'time signal', 'end_char': 1106}], 'relevance': 0.5170429026619572}, {'tag_name': 'ASPECT', 'parsed_value': 'div class=""row clearboth', 'count': 1, 'forms': [{'start_char': 1, 'form': 'div class=""row clearBoth', 'end_char': 25}], 'relevance': 0.500790245621883}, {'tag_name': 'ASPECT', 'parsed_value': 'div class=""caption text', 'count': 1, 'forms': [{'start_char': 197, 'form': 'div class=""caption text', 'end_char': 220}], 'relevance': 0.500790245621883}, {'tag_name': 'ASPECT', 'parsed_value': 'chapter01', 'count': 1, 'forms': [{'start_char': 116, 'form': 'Chapter01', 'end_char': 125}], 'relevance': 0.44709957435308756}, {'tag_name': 'ASPECT', 'parsed_value': 'div class=""thumbnail', 'count': 1, 'forms': [{'start_char': 39, 'form': 'div class=""thumbnail', 'end_char': 59}], 'relevance': 0.44398879795291046}, {'tag_name': 'ASPECT', 'parsed_value': 'center text', 'count': 1, 'forms': [{'start_char': 221, 'form': 'center text', 'end_char': 232}], 'relevance': 0.44398879795291046}, {'tag_name': 'ASPECT', 'parsed_value': 'img id=""fig', 'count': 1, 'forms': [{'start_char': 75, 'form': 'img id=""fig', 'end_char': 86}], 'relevance': 0.44398879795291046}]"
Audio system,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'audio system', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Audio system', 'end_char': 12}], 'relevance': 0.47532879506401327}]"
" Systems like the CD audio system are all
around us. Most of the time we do not need to think about how such
systems work, but this example illustrates the value of thinking
about a complex system in a hierarchical form.  In this way, we
can first understand the individual parts, then the relationship
among the parts, and finally the whole system. By looking at the
CD audio system in this manner, we see that a very important issue
is the conversion from continuous-time to discrete-time and back
to continuous-time, and we see that it is possible to consider
these operations separately from the other parts of the system.
The effect of connecting the parts is then relatively easy to
understand. Details of some parts can be left to experts in other
fields who, for example,  can develop more detailed breakdowns of
the optical disk subsystems.",,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'system', 'count': 3, 'forms': [{'start_char': 111, 'form': 'systems', 'end_char': 118}, {'start_char': 193, 'form': 'system', 'end_char': 199}, {'start_char': 628, 'form': 'system', 'end_char': 634}], 'relevance': 0.9415417008387491}, {'tag_name': 'ASPECT', 'parsed_value': 'cd audio system', 'count': 2, 'forms': [{'start_char': 18, 'form': 'CD audio system', 'end_char': 33}, {'start_char': 374, 'form': 'CD audio system', 'end_char': 389}], 'relevance': 0.8306878877813795}, {'tag_name': 'OPINION', 'parsed_value': 'complex system', 'count': 1, 'forms': [{'start_char': 185, 'form': 'complex system', 'end_char': 199}], 'relevance': 0.6623403790038245}, {'tag_name': 'ASPECT', 'parsed_value': 'example', 'count': 2, 'forms': [{'start_char': 134, 'form': 'example', 'end_char': 141}, {'start_char': 783, 'form': 'example', 'end_char': 790}], 'relevance': 0.4244054195388796}, {'tag_name': 'OPINION', 'parsed_value': 'important issue', 'count': 1, 'forms': [{'start_char': 425, 'form': 'important issue', 'end_char': 440}], 'relevance': 0.405232515516704}, {'tag_name': 'ASPECT', 'parsed_value': 'conversion', 'count': 1, 'forms': [{'start_char': 449, 'form': 'conversion', 'end_char': 459}], 'relevance': 0.33162202197814944}, {'tag_name': 'ASPECT', 'parsed_value': 'systems', 'count': 1, 'forms': [{'start_char': 1, 'form': 'Systems', 'end_char': 8}], 'relevance': 0.31185091632649997}, {'tag_name': 'ASPECT', 'parsed_value': 'value of thinking', 'count': 1, 'forms': [{'start_char': 158, 'form': 'value of thinking', 'end_char': 175}], 'relevance': 0.2943568173834145}, {'tag_name': 'ASPECT', 'parsed_value': 'optical disk subsystem', 'count': 1, 'forms': [{'start_char': 838, 'form': 'optical disk subsystems', 'end_char': 861}], 'relevance': 0.2943568173834145}, {'tag_name': 'ASPECT', 'parsed_value': 'whole system', 'count': 1, 'forms': [{'start_char': 341, 'form': 'whole system', 'end_char': 353}], 'relevance': 0.28271268214160694}]"
Signals,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Signals', 'end_char': 7}], 'relevance': 1.0}]"
Mathematical Representation of Signals,,FALSE,"[{'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 1, 'forms': [{'start_char': 31, 'form': 'Signals', 'end_char': 38}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'mathematical representation', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Mathematical Representation', 'end_char': 27}], 'relevance': 0.6416144244087119}]"
